50	30																												
15	15	15	15	15	15	15	15	0	11	0	11	11	11	11	11	11	11	11	11	11	11	11	0	11	11	0	11	11	0
15	15	15	15	15	15	15	15	0	11	0	11	11	11	11	11	11	11	11	11	11	11	11	11	0	0	11	11	11	0
15	15	15	15	15	15	15	15	0	11	0	11	11	11	11	11	11	11	11	11	11	11	11	11	0	11	11	11	11	0
15	15	15	15	15	15	15	15	0	11	0	11	11	11	11	11	11	11	11	11	11	11	11	11	0	0	11	11	11	0
15	15	15	15	15	15	15	15	15	0	11	0	11	0	0	11	0	0	0	11	11	0	0	0	11	11	11	11	11	0
15	15	15	15	15	15	15	15	15	0	11	0	11	11	11	11	11	11	11	11	11	11	11	0	11	11	11	11	11	0
15	15	15	15	15	15	15	15	15	15	0	2	0	0	0	0	0	0	0	0	0	0	0	2	11	11	11	0	0	15
15	15	15	15	15	15	15	15	15	15	0	2	2	2	2	2	0	0	2	2	2	2	2	2	0	0	0	0	15	15
15	15	15	15	15	15	15	15	15	15	15	0	2	2	0	0	0	2	2	2	2	2	2	0	2	2	0	15	15	15
15	15	15	15	15	15	15	15	15	15	15	0	2	2	2	2	0	0	0	0	2	2	2	2	0	2	0	15	15	15
15	15	15	15	15	15	15	15	15	15	15	0	2	2	2	2	2	0	2	2	2	2	2	2	0	2	0	15	15	15
15	15	15	15	15	15	15	15	15	15	15	0	2	2	0	2	2	0	2	2	2	2	2	2	0	2	0	15	15	15
15	15	15	15	15	15	15	15	15	15	15	15	0	2	2	0	2	2	0	2	2	2	2	2	0	2	0	15	15	15
15	15	15	15	15	15	15	15	15	15	15	15	0	2	2	2	2	2	0	2	2	2	2	2	0	2	0	15	15	15
15	15	15	15	15	15	15	15	15	15	15	15	0	2	2	2	2	2	0	2	2	2	2	2	0	2	0	15	15	15
15	15	15	15	15	15	15	15	15	15	15	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	15	15	15
15	15	15	15	15	15	15	15	15	15	15	0	10	10	10	10	10	10	0	10	10	10	10	10	10	0	10	0	15	15
15	15	15	15	15	15	15	15	15	15	15	0	10	10	10	10	10	10	0	10	10	10	10	10	10	0	10	0	15	15
15	15	15	15	15	15	15	15		0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	15	15
15	15	15	15	15	15	15	15	0	15	15	15	15	0	12	12	7	12	12	0	0	0	0	12	12	7	12	0	15	15
15	15	15	15	15	15	15	15	0	15	15	15	15	15	0	12	12	12	0	15	15	15	15	0	12	12	15	0	15	15
15	15	15	15	15	15	15	15	0	15	15	15	15	15	0	15	15	0	0	15	15	15	15	15	0	15	0	15	15	15
15	15	15	15	15	15	15	15	15	0	0	0	0	0	0	0	0	15	0	15	15	15	15	15	0	0	15	15	15	15
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	0	0	0	0	0	15	15	15	15	15
